CEDRIK          CEDRIC          M       
CEDRINE         0               F
CELESTE         0               F
CELESTE         CELESTIN        M
CELESTIN        0               M
CELESTINE       0               F
CELIA           0               F
CELIAN          0               M
CELIM           SELIM           M
CELINA          CELINE          F
CELINE          0               F  
CENDRINE        SANDRINE        F
CESAR           0               M
CHADIA          0               F
CHAFIK          0               M
CHAIMA          0               F
CHAKIB          0               M          
CHANEL          0               F
CHANTAL         0               F
CHANTALE        CHANTAL         F
CHAOUKI         0               M
CHARLELIE       0               M
CHARLENE        0               F
CHARLES-HENRI   0               M
CHARLES-HENRY   CHARLES-HENRI   M
CHARLES         0               M
CHARLEY         CHARLES         M
CHARLI          CHARLES         M 
CHARLIE         0               F
CHARLIE         CHARLES         M 
CHARLINE        CHARLENE        F
CHARLOTTE       0               F
CHARLY          CHARLES         M 
CHARLYNE        0               F 
CHAWKI          CHAOUKI         M
CHERIF          CHAFIK          M          
CHERIFA         0               F  
CHLOE           0               F
CHOUKRI         0               M
CHRIS           CHRISTIAN       M
CHRISTEL        CHRISTELLE      F
CHRISTELE       CHRISTELLE      F
CHRISTELLE      0               F
CHRISTIAN       0               M
CHRISTIANE      0               F
CHRISTINA       0               F
CHRISTINE       0               F
CHRISTOPHE      0               M
CHRISTOPHER     CHRISTOPHE      M 
CHRYSTEL        CHRISTELLE      F
CHRYSTELE       CHRISTELLE      F 
CHRYSTELLE      CHRISTELLE      F
CINDY           0               F
CINTHIA         CYNTHIA         F
CLAIRE          0               F
CLARA           0               F
CLARISSE        0               F
CLAUDE          0               M
CLAUDIA         0               F
CLAUDIE         0               F
CLAUDINE        0               F
CLAUDIO         CLAUDE          M
CLEA            0               F   
CLELIA          0               F
CLEMENCE        0               F       
CLEMENT         0               M
CLEMENTINE      0               F
CLOE            CHLOE           F
CLOTAIRE        0               M
CLOTHILDE       0               F
CLOTILDE        0               F
CLOVIS          0               M   
COLAS           NICOLAS         M
COLEEN          COLINE          F
COLETTE         0               F
COLINE          0               F
COLOMBE         0               F
COLYNE          COLINE          F
COME            0               M
CONSTANCE       0               F
CONSTANT        0               M
CONSTANTIN      CONSTANT        M 
CORALIE         0               F      
CORALINE        0               F
CORALY          CORALIE         F
CORENTIN        0               M  
CORENTINE       0               F 
CORINE          CORINNE         F 
CORINNE         0               F
CURTIS          0               M
CYNTHIA         0               F
CYPRIEN         0               M
CYRIAQUE        0               M
CYRIELLE        0               F
CYRIL           CYRILLE         M
CYRILLE         0               M
DAHLIA          DALIA           F
DAISY           0               F
DALHIA          DALIA           F
DALIA           0               F
DALIDA          0               F
DALILA          0               F
DAMIEN          0               M
DAN             DANIEL          M
DANI            DANIEL          M
DANIEL          0               M 
DANIELA         DANIELLE        F
DANIELE         DANIELLE        F
DANIELLA        DANIELLE        F
DANIELLE        0               F
DANN            DANIEL          M
DANNY           DANIEL          M
DANY            DANIEL          M
DAOUDA          DAVID           M  
DAPHNE          0               F  
DAPHNEE         DAPHNE          F
DARINA          DORINE          F
DARINE          DORINE          F
DARIO           0               M
DAVE            DAVID           M 
DAVID           0               M 
DAVIDE          DAVID           M         
DAVINA          0               F
DAVY            DAVID           M   
DEBORA          DEBORAH         F
DEBORAH         0               F
DELIA           DALIA           F
DELPHINE        0               F
DEMBA           0               M
DENIS           0               M
DENISE          0               F
DENIZ           DENIS           M 
DENIZ           DENISE          F
DENNIS          DENIS           M
DENNYS          DENIS           M 
DENYS           DENIS           M     
DESIREE         0               F
DIANA           DIANE           F
DIANE           0               F
DIDIER          0               M
DIEGO           0               M
DILAN           DYLAN           M
DILANE          DYLAN           M
DILHAN          DYLAN           M 
DIMITRI         0               M
DIMITRY         DIMITRI         M        
DINA            0               F
DINO            DENIS           M 
DIOGO           DIEGO           M 
DJAMAL          DJAMEL          M  
DJAMEL          0               M       
DJAMILA         0               F
DJEMEL          DJAMEL          M 
DJEMILA         DJAMILA         F
DJIBRIL         0               M
DJIMMY          JIMMY           M
DJIMY           JIMMY           M  
DJINO           LUIGI           M
DOLLY           DOLORES         F
DOLORES         0               F
DOMINIQUE       0               M
DONATIEN        0               M
DONIA           DOUNIA          F
DONOVAN         0               M
DORIAN          0               M  
DORIANE         0               F
DORIANNE        DORIANE         F 
DORINE          0               F
DORIS           0               F
DOROTHEE        0               F
DORYAN          DORIAN          M
DOUNIA          0               F 
DRAGAN          0               M
DRISS           0               M
DYLAN           0               M
EDA             AIDA            F
EDA             AIDA            F
EDDIE           EDOUARD         M
EDDY            EDOUARD         M  
EDEM            ADAM            M 
EDEN            0               F
EDGAR           EDGARD          M
EDGARD          0               M  
EDITH           0               F
EDMOND          0               M
EDOUARD         0               M
EDUARDO         EDOUARD         M
EDWARD          EDOUARD         M
EDWIN           EDOUARD         M
EL              ELIE            M
ELAINE          HELENE          F
ELAURA          ELEONORE        F
ELEA            0               F
ELEANA          HELENE          F
ELEANOR         ELEONORE        F 
ELEANORE        ELEONORE        F
ELEN            HELENE          F 
ELENA           HELENE          F
ELEONOR         ELEONORE        F 
ELEONORA        ELEONORE        F
ELEONORE        0               F
ELI             ELIE            M 
ELIA            ALIA            F
ELIA            ELIE            M
ELIAN           0               M
ELIANE          0               F
ELIAS           0               M
ELIAZ           ELIAS           M  
ELIE            0               M
ELIES           ELIAS           M
ELIESSE         ELIAS           M  
ELINA           HELENE          F
ELINA           HELENE          F
ELINE           HELENE          F
ELINE           HELENE          F
ELINOR          ELEONORE        F 
ELIO            ELIAS           M
ELIOT           0               M 
ELIOTT          ELIOT           M
ELISA           ELISABETH       F
ELISABETE       ELISABETH       F 
ELISABETH       0               F
ELISE           ELISABETH       F 
ELISSA          ELISABETH       F
ELIZA           ELISABETH       F
ELIZABETH       ELISABETH       F
ELLEN           HELENE          F 
ELLIOT          ELIOT           M
ELLIOTT         ELIOT           M
ELODIE          0               F
ELODY           ELODIE          F 
ELOISE          0               F
ELORA           0               F
ELSA            ELISABETH       F
ELVINA          0               F
ELVIS           0               M
ELYAS           ELIAS           M
ELYASS          ELIAS           M 
ELYASSE         ELIAS           M 
ELYES           ELIAS           M
ELYESS          ELIAS           M
ELYESSE         ELIAS           M  
EMANUEL         EMMANUEL        M 
EMERIC          0               M 
EMERICK         EMERIC          M 
EMIL            EMILE           M
EMILE           0               M
EMILIAN         EMILE           M 
EMILIANO        EMILE           M
EMILIE          0               F
EMILIEN         EMILE           M
EMIN            AMINE           M
EMIR            AMIR            M
EMMA            0               F 
EMMANUEL        0               M
EMMANUELLE      0               F 
ENORA           0               F
ENRICO          ENRIQUE         M
ENRIQUE         0               M
ENZO            0               M
ERIC            0               M
ERICK           ERIC            M         
ERICKA          ERIKA           F
ERIK            ERIC            M   
ERIKA           0               F
ERKAN           0               M
ERNEST          0               M
ERWAN           0               M
ERWANN          ERWAN           M
ERWIN           0               M
ESMERALDA       0               F
ESTEBAN         0               M
ESTELLE         0               F
ESTHER          0               N
ETIENNE         0               M
EUGENE          0               M
EUGENIE         0               F
EVA             0               F
EVAN            0               M
EVE             EVA             F
EVELYNE         0               F
EWAN            EVAN            M
EWEN            EVAN            M
EYMERIC         EMERIC          M 
FABIAN          FABIEN          M
FABIEN          0               M
FABIENNE        0               F
FABIO           FABIEN          M        
FABIOLA         0               F
FABRICE         0               M
FADELA          FADILA          F
FADILA          0               F
FAICAL          FAYCAL          M
FAIZA           0               F
FANETTE         FANNY           F
FANIE           FANNY           F
FANNIE          FANNY           F
FANNY           0               F
FANY            FANNY           F
FAOUZI          0               M
FAOUZIA         FOUZIA          F
FARA            FARAH           F
FARAH           0               F
FARES           0               M
FARID           0               M
FARIDA          0               F
FARIZA          FARIDA          F
FAROUK          0               M
FARRAH          FARAH           F
FATAH           FATIH           M
FATHI           FATIH           M
FATIA           FATIHA          F
FATIH           0               M
FATIHA          0               F
FATIMA-ZAHRA    FATIMA-ZOHRA    F
FATIMA-ZOHRA    0               F
FATIMA          0               F
FATIMATA        FATOUMATA       F
FATMA           0               F
FATMATA         FATOUMATA       F
FATOUMATA       0               F
FAUSTIN         0               M
FAUSTINE        0               F
FAYCAL          0               M 
FELICIA         FELICIE         F
FELICIE         0               F
FELICIEN        FELIX           M 
FELIPE          PHILIPPE        M
FELIX           0               M 
FERDINAND       FERNAND         M 
FERNAND         0               M      
FERNANDO        FERNAND         M
FETHI           FATIH           M
FEYZA           FAIZA           F
FILIPE          PHILIPPE        M
FIONA           0               F
FIRMIN          0               M 
FLAVIAN         FLAVIEN         M
FLAVIEN         0               M
FLAVIO          FLAVIEN         M
FLEUR           FLORA           F
FLEURINE        FLORA           F
FLORA           0               F
FLORE           FLORA           F
FLORENCE        0               F
FLORENT         0               M
FLORENTIN       0               M
FLORIAN         0               M
FLORIANE        0               F
FLORIANNE       FLORA           F
FLORIENT        FLORIAN         M
FLORINE         0               F
FLORIS          0               M
FOUAD           0               M
FOUED           FOUAD           M
FOUZIA          0               F
FRANCE          0               F 
FRANCESCA       FRANCE          F
FRANCINE        FRANCE          F
FRANCISCA       FRANCE          F
FRANCK          FRANCOIS        M
FRANCO          FRANCOIS        M
FRANCOIS        0               M
FRANCOISE       0               F
FRANKIE         FRANCOIS        M
FRED            FREDERIC        M
FREDDY          FREDERIC        M
FREDERIC        0               M
GABRIEL         0               M
GABRIELA        GABRIELLE       F
GABRIELE        GABRIELLE       F
GABRIELLA       GABRIELLE       F
GABRIELLE       0               F
GABY            GABRIEL         M
GABY            GABRIELLE       F
GAELLE          0               F
GAETAN          0               M
GAETANE         0               F     
GAETANO         GAETAN          M
GASPAR          GASPARD         M 
GASPARD         0               M
GATIEN          0               M
GAULTIER        GAUTHIER        M
GAUTHIER        0               M
GAUTIER         GAUTHIER        M
GENEVIEVE       0               F
GENTIANE        GAETANE         F
GEORGES         0               M
GERALD          0               M
GERALDINE       0               F
GERAUD          GERALD          M
GERMAINE        0               F
GHILES          GILLES          M 
GHISLAINE       0               F
GHIZLAINE       GHISLAINE       F 
GHIZLANE        GHISLAINE       F  
GHIZLENE        GHISLAINE       F
GIANNI          0               M
GIANNY          GIANNI          M
GIL             GILLES          M
GILDA           0               F
GILDAS          0               M
GILDAZ          GILDAS          M
GILIAN          GILLES          M
GILLES          0               M
GINETTE         0               F
GINO            LUIGI           M
GIORGIO         GEORGES         M
GIOVANI         GIOVANNI        M
GIOVANNI        0               M  
GIOVANNY        GIOVANNI        M
GISELE          0               F
GIUSEPPE        0               M
GLADYS          0               F 
GLAWDYS         GLADYS          F 
GLORIA          0               F
GLWADYS         GLADYS          F
GOKHAN          GORAN           M
GORAN           0               M
GRACE           0               F
GREGOR          GREGORY         M
GREGORI         GREGORY         M
GREGORIO        GREGORY         M
GREGORY         0               M
GUILAINE        0               F
GUILHERME       GUILLAUME       M
GUILLAUME       0               M
GUILLEM         GUILLAUME       M
GUSTAVE         0               M 
GUYLAINE        GUILAINE        F
GUYLENE         GUILAINE        F
GWANAELLE       GWENAELLE       F
GWENAEL         GWENAELLE       F
GWENAELE        GWENAELLE       F
GWENAELLE       0               F
GWENDAELLE      GWENDOLINE      F 
GWENDOLINE      0               F   
GWENDOLYNE      GWENDOLINE      F
GWENN           GWENDOLINE      F 
GWENNAELLE      GWENAELLE       F
HABIB           0               M 
HABIBA          0               F
HACINA          HASSINA         F
HAFID           0               M
HAFIDA          0               F
HAFSA           0               F
HAFSSA          HAFSA           F
HAKIM           0               M
HAKIMA          0               F
HALIM           0               M
HALIMA          0               F
HAMED           AHMED           M
HAMID           0               M
HAMIDOU         HAMID           M 
HAMZA           0               M
HANA            HANNA           F
HANAA           HANNA           F
HANAE           HANNA           F
HANAN           HANANE          F
HANANE          0               F
HANEN           HANANE          F
HANENE          HANANE          F
HANNA           0               F
HANNAH          HANNA           F
HANNAN          HANANE          F
HANNANE         HANANE          F
HARRY           0               M
HASAN           HASSEN          M  
HASSANE         HASSEN          M
HASSEN          0               M
HASSINA         0               F
HAVA            HAWA            F
HAVVA           HAWA            F
HAWA            0               F
HAYAT           0               F 
HAYATE          HAYAT           F
HAYATTE         HAYAT           F
HAYET           HAYAT           F
HAYETTE         HAYAT           F
HECTOR          0               M
HEIDI           0               F
HEIDY           HEIDI           F
HELEA           ELEA            F
HELEN           HELENE          F
HELENA          HELENE          F
HELENE          0               F
HELIA           ELEA            F
HELOISE         ELOISE          F
HENRIETTE       0               F 
HERMINE         0               F
HERWAN          ERWAN           M
HICHAM          HICHEM          M
HICHEM          0               M
HICHEME         HICHEM          M 
HILAIRE         0               M
HILAL           0               M
HILEL           HILAL           M
HILLEL          HILAL           M
HIND            0               F
HINDA           HIND            F
HINDE           HIND            F
HIPPOLYTE       0               M 
HOCINE          0               M
HONORE          0               M
HOSSEIN         HOCINE          M
HOUARI          0               M
HOUDA           0               F
HOURIA          0               F
HOUSSINE        HOCINE          M
HUSEYIN         HOCINE          M  
HUSSEIN         HOCINE          M
HYPOLITE        HIPPOLYTE       M
IAN             YANN            M
IANIS           YANIS           M
IBRAHIM         0               M 
ICHAM           HICHEM          M
ICHEM           HICHEM          M
IDA             AIDA            F
IDIR            0               M
IDRIS           DRISS           M
IDRISS          DRISS           M
IDRISSA         DRISS           M
IGOR            0               M
ILAN            0               M
ILANN           ILAN            M
ILHAM           ILHAME          F
ILHAME          0               F
ILHEM           ILHAME          F
ILHEME          ILHAME          F
ILIAS           ELIAS           M 
ILIASS          ELIAS           M 
ILIESS          ELIAS           M 
ILLAN           ILAN            M
ILLYES          ELIAS           M 
ILYAS           ELIAS           M 
ILYASS          ELIAS           M 
ILYESSE         ELIAS           M 
IMAINE          IMANE           F
IMAN            IMANE           F
IMANE           0               F
IMEN            IMANE           F
IMENE           IMANE           F
INAS            INES            F
INASS           INES            F
INASSE          INES            F
INES            0               F
INESS           INES            F
INESSE          INES            F
INGRID          0               F
IRENA           IRENE           F
IRENE           0               F
IRINA           IRENE           F
IRIS            0               F
ISAAC           0               M
ISAAK           ISAAC           M
ISABEL          ISABELLE        F
ISABELLA        ISABELLE        F
ISABELLE        0               F
ISAC            ISAAC           M
ISHAM           HICHEM          M
ISHAQ           ISAAC           M
ISMAEL          0               M
ISMAIN          ISMAEL          M
ISSA            0               M
ISSAM           0               M
IVAN            YVAN            M
JACK            JACQUES         M
JACKIE          0               F
JACQUELINE      0               F
JACQUES         0               M
JADE            0               F
JAMELA          DJAMILA         F 
JAMILA          DJAMILA         F
JANE            JEANNE          F
JANINE          JEANINE         F
JANNICK         YANNICK         M
JASMINA         YASMINE         F
JASMINE         YASMINE         F
JEANE           JEANNE          F
JEANINE         0               F
JEANNE          0               F
JEANNETTE       JEANINE         F
JEANNIE         JEANINE         F 
JEANNINE        JEANINE         F
JENIFER         JENNIFER        F
JENNIE          JENNIFER        F
JENNIFER        0               F
JENNY           JENNIFER        F
JENNYFER        JENNIFER        F
JENYFER         JENNIFER        F
JESSICA         0               F
JESSIE          JESSICA         F
JESSIKA         JESSICA         F
JESSYCA         JESSICA         F
JESSYE          JESSICA         F
JHONNY          JOHNNY          M
JIMMY           0               M
JOACHIM         0               M
JOACKIM         JOACHIM         M 
JOAKIM          JOACHIM         M
JOAN            JOHANNA         F          
JOANA           JOHANNA         F
JOANE           JOHANNA         F
JOANIE          JOHANNA         F
JOANNA          JOHANNA         F
JOANNE          JOHANNA         F
JOANNES         JUAN            M
JOANNIE         JOHANNA         F
JOANNY          JOHANNA         F
JOCELYNE        0               F
JOCYA           JOYCE           F
JODIE           0               F 
JODY            JUDITH          F
JOE             JOHNNY          M
JOELLE          0               F
JOHAKIM         JOACHIM         M
JOHANA          JOHANNA         F 
JOHANE          JOHANNA         F
JOHANIE         JOHANNA         F
JOHANNA         0               F
JOHANNE         JOHANNA         F
JOHANNES        JUAN            M
JOHANNIE        JOHANNA         F
JOHANY          JOHNNY          M
JOHNNY          0               M
JON             JOHNNY          M
JONATAN         JONATHAN        M
JONATHAN        0               M 
JORDANE         0               F
JOSEPH          0               M
JOSEPHA         JOSEPHINE       F
JOSEPHINE       0               F
JOSHUA          JOSUE           M
JOSIANE         0               F
JOSSUA          JOSUE           M
JOSUAH          JOSUE           M
JOSUE           0               M          
JOY             0               F
JOYCE           0               F
JUAN            0               M
JUDITH          0               F
JULIA           JULIE           F
JULIAN          JULIEN          M
JULIANA         JULIANE         F
JULIANE         0               F
JULIANN         JULIEN          M
JULIANNE        JULIANE         F
JULIE           0               F
JULIEN          0               M         
JULIENNE        JULIANE         F
JULIETTE        0               F
JULINE          JULIANE         F
JULLIAN         JULIEN          M
JULLIEN         JULIEN          M 
JULY            JULIE           F
JUNIOR          0               M
JUSTIN          0               M
JUSTINE         0               F
JUSTINIEN       JUSTIN          M 
KACEM           BELKACEM        M
KADA            KADER           M
KADER           0               M 
KADIDJA         KHADIJA         F
KADIJA          KHADIJA         F
KADY            KADER           M
KALIL           KHALIL          M
KAMEL           0               M
KAMELIA         CAMELIA         F
KAMELYA         CAMELIA         F
KAMILA          CAMELIA         F
KAMILIA         CAMELIA         F
KAMILLE         CAMILLE         F
KANZA           KENZA           F
KARAMBA         0               M
KAREN           0               F
KARENE          KAREN           F
KARIM           0               M 
KARIMA          0               F
KARIN           KAREN           F
KARINA          KAREN           F
KARINE          CARINE          F
KARLA           CARLA           F 
KARLINE         CHARLYNE        F
KAROLANE        CAROLINE        F
KAROLINA        CAROLINE        F
KAROLINE        CAROLINE        F
KARYM           KARIM           M 
KARYNE          CARINE          F
KASANDRA        CASSANDRA       F
KASSANDRA       CASSANDRA       F
KASSANDRE       CASSANDRA       F
KATARINA        CATHERINE       F
KATELINE        KATHLEEN        F
KATHARINA       CATHERINE       F
KATHELEEN       KATHLEEN        F
KATHELINE       KATHLEEN        F
KATHELYNE       KATHLEEN        F
KATHERINE       CATHERINE       F
KATHIA          CATHY           F
KATHLEEN        0               F
KATHLENE        KATHLEEN        F
KATHLINE        KATHLEEN        F
KATHLYN         KATHLEEN        F
KATHLYNE        KATHLEEN        F
KATHY           CATHY           F
KATIA           CATHY           F
KATIE           CATHY           F
KATLEEN         KATHLEEN        F
KATLINE         KATHLEEN        F
KATLYNE         KATHLEEN        F
KATTY           CATHY           F
KATY            CATHY           F
KATYA           CATHY           F
KELLY           0               F
KEMAL           KAMEL           M
KEMIL           KAMEL           M
KENNY           0               M
KENTIN          QUENTIN         M        
KENY            KENNY           M
KENZA           0               F
KETTY           CATHY           F
KEVEN           KEVIN           M
KEVIN           0               M
KHADIDJA        KHADIJA         F
KHADIJA         0               F
KHALED          0               M
KHALIL          0               M
KHEDIDJA        KHADIJA         F
KHEIRA          0               F
KIM             0               F        
KIMBERLEY       0               F
KIMBERLY        KIMBERLEY       F
KORANTIN        CORENTIN        M
KORENTIN        CORENTIN        M
KRISTEL         KRISTELLE       F
KRISTELL        KRISTELLE       F
KRISTELLE       0               F
KRISTINA        CHRISTINA       F
KRYSTEL         KRISTELLE       F
LADJI           0               M
LAETICIA        LAETITIA        F
LAETITIA        0               F
LAHCEN          LAHCENE         M
LAHCENE         0               M
LAILA           LEILA           F
LAKDAR          0               M
LAKHDAR         0               M 
LAMIA           0               F
LAMYA           LAMIA           F
LANCELOT        0               M
LARA            0               F
LARBI           0               M 
LARRY           0               M
LATIFA          0               F   
LAUGAN          LOGAN           M
LAURA           0               F
LAURANE         LAURINE         F
LAURE-ANNE      0               F
LAURIE-ANNE     LAURE-ANNE      F
LAURE           LAURA           F
LAUREEN         LAURINE         F 
LAURELINE       0               F   
LAUREN          LAURINE         F
LAURENA         LAURINE         F  
LAURENCE        0               F
LAURENE         LAURINE         F
LAURENS         LAURENT         M  
LAURENT         0               M
