ARDIS           ARDITH          F
ARDITH          0               F
ARETHA          0               F
ARIANA          ARIEL           F
ARIANE          ARIEL           F
ARIANNA         ARIEL           F
ARIANNE         ARIEL           F
ARICA           ARIEL           F
ARIE            ARIEL           F
ARIEL           0               N
ARIELLE         ARIEL           F
ARLEAN          ARLENE          F
ARLEEN          ARLENE          F
ARLEN           0               M
ARLENA          ARLENE          F
ARLENE          0               F
ARLETHA         ARLENE          F
ARLETTA         ARLENE          F
ARLETTE         ARLENE          F
ARLIE           ARLEN           M
ARLINDA         ARLENE          F
ARLINE          ARLENE          F
ARLYNE          ARLENE          F
ARMAND          ARMANDO         M
ARMANDA         ARMIDA          F
ARMANDINA       ARMIDA          F
ARMANDO         0               M
ARMIDA          0               F
ARMINDA         ARMIDA          F
ARNETTA         0               F
ARNETTE         ARNETTA         F
ARNITA          ARNETTA         F
ARNOLD          0               M
ARNOLDO         ARNOLD          M
ARNULFO         ARNOLD          M
ARON            0               M
ARRON           ARON            M
ART             ARTHUR          M
ARTHUR          0               M
ARTIE           ARTHUR          N
ARTURO          ARTHUR          M
ARTY            ARTHUR          M
ASHA            0               F
ASHANTI         ASHA            F
ASHELY          ASHLEY          F
ASHLEA          ASHLEY          F
ASHLEE          ASHLEY          F
ASHLEIGH        ASHLEY          F
ASHLEY          0               N
ASHLI           ASHLEY          F
ASHLIE          ASHLEY          F
ASHLY           ASHLEY          F
ASHLYN          ASHLEY          F
ASHTON          0               F
ASIA            0               F
ASLEY           ASHLEY          F
ASSUNTA         0               F
ASTRID          0               F
ASUNCION        0               F
ATHENA          0               F
AUBREY          0               N
AUDIE           AUDREY          F
AUDRA           AUDREY          F
AUDREA          AUDREY          F
AUDREY          0               F
AUDRIA          AUDREY          F
AUDRIE          AUDREY          F
AUDRY           AUDREY          F
AUGIE           AUGUST          M
AUGUSTUS        AUGUST          M
AUGUSTA         0               F
AUGUSTINA       0               F
AUGUSTINE       AUGUST          N
AUGUST          0               M
AUNDREA         ANDREA          F
AURA            0               F
AUREA           AURA            F
AURELIA         AURA            F
AURELIO         0               M
AURORA          0               F
AURORE          AURORA          F
AUSTIN          0               M
AUTUMN          0               F
AVA             0               F
AVELINA         AVA             F
AVERY           0               M
AVIS            0               F
AWILDA          0               F
AYANA           0               F
AYANNA          AYANA           F
AYESHA          AISHA           F
BAILEY          0               F
BAMBI           0               F
BARB            BARBARA         F
BARBARA         0               F
BARBERA         BARBARA         F
BARBIE          BARBARA         F
BARBRA          BARBARA         F
BARNEY          0               M
BARRETT         0               M
BARRY           0               M
BART            0               M
BARTON          0               M
BASIL           0               M
BEA             BEATRICE        F
BEATRICE        0               F
BEATRIS         BEATRICE        F
BEATRIZ         BEATRICE        F
BEAU            0               M
BECKI           REBECCA         F
BECKIE          REBECCA         F
BECKY           REBECCA         F
BELINDA         0               F
BELLA           ANNA            F
BELLE           ANNA            F
BELVA           0               F
BEN             0               M
BENEDICT        BEN             M
BENITA          0               F
BENITO          BEN             M
BENJAMIN        0               M
BENNETT         0               M
BENNIE          0               N
BENNY           BENNIE          M
BENTON          0               M
BERENICE        BERNICE         F
BERNADETTE      0               F
BERNADINE       0               F
BERNARD         0               M
BERNARDA        0               F
BERNARDINA      BERNADINE       F
BERNARDINE      BERNADINE       F
BERNARDO        BERNARD         M
BERNEICE        BERNICE         F
BERNICE         0               F
BERNIE          BERNARD         M
BERNIECE        BERNICE         F
BERNITA         0               F
BERRY           BARRY           M
BERT            ROBERT          M
BERTA           BERTHA          F
BERTHA          0               F
BERTIE          BERTHA          F
BERTRAM         0               M
BERYL           0               F
BESS            ELIZABETH       F
BESSIE          ELIZABETH       F
BETH            ELIZABETH       F
BETHANIE        BETHANY         F
BETHANN         BETHANY         F
BETHANY         0               F
BETHEL          0               F
BETSEY          ELIZABETH       F
BETSY           ELIZABETH       F
BETTE           ELIZABETH       F
BETTIE          ELIZABETH       F
BETTINA         0               F
BETTY           ELIZABETH       F
BETTYANN        0               F
BETTYE          ELIZABETH       F
BEULA           BEULAH          F
BEULAH          0               F
BEV             BEVERLY         F
BEVERLEE        BEVERLY         F
BEVERLEY        BEVERLY         F
BEVERLY         0               F
BIANCA          BLANCHE         F
BILL            WILLIAM         M
BILLIE          WILLIAM         N
BILLY           WILLIAM         M
BILLYE          WILLIAM         F
BIRDIE          0               F
BIRGIT          BRIDGET         F
BLAINE          0               M
BLAIR           0               N
BLAKE           0               M
BLANCA          BLANCHE         F
BLANCH          BLANCHE         F
BLANCHE         0               F
BLONDELL        0               F
BLOSSOM         0               F
BO              0               M
BOB             ROBERT          M
BOBBI           ROBERT          N
BOBBIE          ROBERT          N
BOBBY           ROBERT          N
BOBBYE          ROBERT          F
BONITA          0               F
BONNIE          0               F
BONNY           BONNIE          F
BOOKER          0               M
BORIS           0               M
BOYCE           0               M
BOYD            0               M
BRAD            BRADLEY         M
BRADFORD        0               M
BRADLEY         0               M
BRADLY          BRADLEY         M
BRADY           BRADLEY         M
BRANDA          BRANDY          F
BRANDE          BRANDY          F
BRANDEE         BRANDY          F
BRANDEN         BRANDON         M
BRANDI          BRANDY          F
BRANDIE         BRANDY          F
BRANDON         0               M
BRANDY          0               F
BRANT           0               M
BREANA          BREANNA         F
BREANN          BREANNA         F
BREANNA         0               F
BREANNE         BREANNA         F
BREE            0               F
BRENDA          0               F
BRENDAN         BRANDON         M
BRENDON         BRANDON         M
BRENNA          BRENDA          F
BRENT           0               M
BRENTON         BRANDON         M
BRET            BRETT           M
BRETT           0               M
BRIAN           0               M
BRIANA          BRIANNA         F
BRIANNA         0               F
BRIANNE         BRIANNA         F
BRICE           BRYCE           M
BRIDGET         0               F
BRIDGETT        BRIDGET         F
BRIDGETTE       BRIDGET         F
BRIGETTE        BRIDGET         F
BRIGID          BRIDGET         F
BRIGIDA         BRIDGET         F
BRIGITTE        BRIDGET         F
BRINDA          0               F
BRITANY         BRITTANY        F
BRITNEY         BRITTANY        F
BRITNI          BRITTANY        F
BRITT           0               N
BRITTA          BRIDGET         F
BRITTANEY       BRITTANY        F
BRITTANI        BRITTANY        F
BRITTANIE       BRITTANY        F
BRITTANY        0               F
BRITTENY        BRITTANY        F
BRITTNEY        BRITTANY        F
BRITTNI         BRITTANY        F
BRITTNY         BRITTANY        F
BROCK           0               M
BRODERICK       0               M
BRONWYN         0               F
BROOK           BROOKE          F
BROOKE          0               F
BROOKS          0               M
BRUCE           0               M
BRUNILDA        0               F
BRUNO           0               M
BRYAN           BRIAN           M
BRYANNA         BRIANNA         F
BRYANT          BRIAN           M
BRYCE           0               M
BRYNN           0               F
BRYON           0               M
BUCK            0               M
BUD             BUDDY           M
BUDDY           0               M
BUFFY           0               F
BUFORD          0               M
BURL            0               M
BURT            BURTON          M
BURTON          0               M
BUSTER          0               M
BYRON           0               M
CAESAR          0               M
CAITLIN         CATHERINE       F
CAITLYN         CATHERINE       F
CALEB           0               M
CALLIE          0               F
CALVIN          0               M
CAMELIA         CAMILLA         F
CAMELLIA        CAMILLA         F
CAMERON         0               N
CAMI            CAMILLA         F
CAMIE           CAMILLA         F
CAMILA          CAMILLA         F
CAMILLA         0               F
CAMILLE         0               F
CAMMIE          CAMILLA         F
CAMMY           CAMILLA         F
CANDACE         0               F
CANDANCE        CANDACE         F
CANDELARIA      0               F
CANDI           CANDACE         F
CANDICE         CANDACE         F
CANDIDA         CANDACE         F
CANDIE          CANDACE         F
CANDIS          CANDACE         F
CANDY           CANDACE         F
CANDYCE         CANDACE         F
CAPRICE         0               F
CARA            0               F
CAREN           KAREN           F
CAREY           0               N
CARI            CAROLYN         F
CARIDAD         0               F
CARIE           0               F
CARIN           KAREN           F
CARINA          CARA            F
CARISA          CARISSA         F
CARISSA         0               F
CARITA          CARA            F
CARL            0               M
CARLA           0               F
CARLEE          CARLY           F
CARLEEN         CARLENE         F
CARLENA         CARLENE         F
CARLENE         0               F
CARLI           CARLY           F
CARLIE          CARLY           F
CARLINE         CARLENE         F
CARLO           0               M
CARLOS          0               M
CARLOTA         CARLOTTA        F
CARLOTTA        0               F
CARLTON         0               M
CARLY           0               F
CARLYN          CAROLYN         F
CARMA           CARMEN          F
CARMAN          CARMEN          F
CARMEL          CARMEN          F
CARMELA         CARMEN          F
CARMELIA        CARMEN          F
CARMELINA       CARMEN          F
CARMELITA       CARMEN          F
CARMELLA        CARMEN          F
CARMEN          0               N
CARMINA         CARMEN          F
CARMINE         0               M
CARMON          CARMEN          F
CAROL           0               N
CAROLA          CAROL           F
CAROLANN        0               F
CAROLE          CAROL           F
CAROLEE         CAROL           F
CAROLIN         CAROLYN         F
CAROLINA        CAROLYN         F
CAROLINE        CAROLYN         F
CAROLL          CAROLYN         F
CAROLYN         0               F
CAROLYNE        CAROLYN         F
CAROLYNN        CAROLYN         F
CARON           0               F
CAROYLN         CAROLYN         F
CARRI           CAROLYN         F
CARRIE          CAROLYN         F
CARROL          CARROLL         N
CARROLL         0               N
CARSON          0               M
CARTER          0               M
CARY            CAREY           N
CARYL           CAROL           F
CARYLON         0               F
CARYN           KAREN           F
CASANDRA        CASSANDRA       F
CASEY           CASSANDRA       N
CASIE           CASSANDRA       F
CASIMIRA        0               F
CASSANDRA       0               F
CASSAUNDRA      CASSANDRA       F
CASSEY          CASSANDRA       F
CASSI           CASSANDRA       F
CASSIDY         0               F
CASSIE          CASSANDRA       F
CASSONDRA       CASSANDRA       F
CASSY           CASSANDRA       F
CATALINA        CATHERINE       F
CATARINA        CATHERINE       F
CATERINA        CATHERINE       F
CATHARINE       CATHERINE       F
CATHERIN        CATHERINE       F
CATHERINA       CATHERINE       F
CATHERINE       0               F
CATHERN         CATHERINE       F
CATHERYN        CATHERINE       F
CATHEY          CATHERINE       F
CATHI           CATHERINE       F
CATHIE          CATHERINE       F
CATHLEEN        0               F
CATHRINE        CATHERINE       F
CATHRYN         CATHERINE       F
CATHY           CATHERINE       F
CATINA          CATRINA         F
CATRINA         0               F
CECELIA         CECILIA         F
CECIL           CECILIA         N
CECILA          CECILIA         F
CECILE          CECILIA         F
CECILIA         0               F
CECILLE         CECILIA         F
CECILY          CECILIA         F
CEDRIC          0               M
CEDRICK         CEDRIC          M
CELENA          SELENA          F
CELESTA         CELESTE         F
CELESTE         0               F
CELESTINA       CELESTINE       F
CELESTINE       0               F
CELIA           0               F
CELINA          SELENA          F
CESAR           CAESAR          M
CHAD            0               M
CHADWICK        0               M
CHANA           0               F
CHANCE          0               M
CHANDA          0               F
CHANDRA         0               F
CHANEL          0               F
CHANG           0               M
CHANTAL         CHANTEL         F
CHANTE          0               F
CHANTEL         0               F
CHANTELL        CHANTEL         F
CHANTELLE       CHANTEL         F
CHARISSA        CARISSA         F
CHARISSE        CARISSA         F
CHARITY         0               F
CHARLA          CHARLENE        F
CHARLEEN        CHARLENE        F
CHARLENA        CHARLENE        F
CHARLENE        0               F
CHARLES         0               N
CHARLETTE       0               F
CHARLEY         CHARLES         N
CHARLIE         CHARLES         N
CHARLINE        CHARLES         F
CHARLOTT        CHARLOTTE       F
CHARLOTTE       0               F
CHARMAIN        0               F
CHARMAINE       CHARMAIN        F
CHAROLETTE      CHARLOTTE       F
CHAS            CHARLES         M
CHASE           0               M
CHASITY         0               F
CHASTITY        0               F
CHAUNCEY        0               M
CHAZ            CHARLES         M
CHELSEA         0               F
CHELSEY         CHELSEA         F
CHELSIE         CHELSEA         F
CHENTE          VINCENT         M
CHER            CHERYL          F
CHERI           CHERYL          F
CHERIE          CHERYL          F
CHERISE         0               F
CHERISH         0               F
CHERLY          0               F
CHERLYN         0               F
CHERRI          0               F
CHERRIE         0               F
CHERRY          CHERYL          F
CHERYL          0               F
CHERYLE         CHERYL          F
CHERYLL         CHERYL          F
CHESTER         0               M
CHET            CHESTER         M
CHEYENNE        0               F
CHI             0               N
CHICK           CHARLES         M
CHIQUITA        0               F
CHLOE           0               F
CHONG           0               N
CHRIS           CHRISTOPHER     N
CHRISSY         CHRISTINE       F
CHRISTA         CHRISTINE       F
CHRISTAL        CRYSTAL         F
CHRISTEEN       CHRISTINE       F
CHRISTEL        CRYSTAL         F
CHRISTEN        CHRISTINE       F
CHRISTENA       CHRISTINE       F
CHRISTENE       CHRISTINE       F
CHRISTI         CHRISTINE       F
CHRISTIA        CHRISTINE       F
CHRISTIAN       0               N
CHRISTIANA      CHRISTINE       F
CHRISTIANE      CHRISTINE       F
CHRISTIE        CHRISTINE       F
CHRISTIN        CHRISTINE       F
CHRISTINA       CHRISTINE       F
CHRISTINE       0               F
CHRISTINIA      CHRISTINE       F
CHRISTOPER      CHRISTOPHER     M
CHRISTOPHER     0               M
CHRISTY         CHRISTINE       F
CHUCK           CHARLES         M
CHUCKIE         CHARLES         M
CHUNG           0               N
CIARA           CIERRA          F
CIERA           CIERRA          F
CIERRA          0               F
CINDA           0               F
CINDI           CYNTHIA         F
CINDIE          CYNTHIA         F
CINDY           CYNTHIA         F
CINTHIA         CYNTHIA         F
CLAIR           CLAIRE          N
CLAIRE          0               F
CLARA           0               F
CLARE           CLARA           F
CLARENCE        0               N
CLARIBEL        0               F
CLARICE         0               F
CLARISSA        0               F
CLARK           0               M
CLAUD           CLAUDE          M
CLAUDE          0               M
CLAUDETTE       CLAUDIA         F
CLAUDIA         0               F
CLAUDIE         CLAUDIA         F
CLAUDINE        CLAUDIA         F
CLAUDIO         CLAUDE          M
CLAY            CLAYTON         M
CLAYTON         0               M
CLEMENT         0               M
CLEMENTE        CLEMENT         M
CLEMENTINA      CLEMENTINE      F
CLEMENTINE      0               F
CLEO            0               N
CLEOPATRA       0               F
CLETA           0               F
CLETUS          0               M
CLEVELAND       0               M
CLIFF           CLIFFORD        M
CLIFFORD        0               M
CLIFTON         0               M
CLINT           CLINTON         M
CLINTON         0               M
CLYDE           0               M
CODY            0               M
COLBY           0               M
COLE            0               M
COLEEN          COLLEEN         F
COLEMAN         0               M
COLENE          COLLEEN         F
COLETTA         COLETTE         F
COLETTE         0               F
COLIN           NICHOLAS        M
COLLEEN         0               F
COLLEN          COLLEEN         F
COLLENE         COLLEEN         F
COLLETTE        COLETTE         F
COLLIN          NICHOLAS        M
COLTON          0               M
COLUMBUS        0               M
CONCEPCION      0               F
CONCETTA        0               F
CONCHITA        0               F
CONNIE          0               N
CONRAD          0               M
CONSTANCE       0               F
CONSUELA        CONSUELO        F
CONSUELO        0               F
CORA            0               F
CORAL           0               F
CORAZON         0               F
CORDELIA        0               F
CORDELL         0               M
COREEN          0               F
CORENE          0               F
CORETTA         0               F
COREY           0               M
CORI            0               F
CORIE           CORI            F
CORINA          CORINE          F
CORINE          0               F
CORINNA         CORINE          F
CORINNE         CORINE          F
CORNELIA        0               F
CORNELIUS       0               M
CORNELL         CORNELIUS       M
CORRIE          CORA            F
CORRINA         CORINE          F
CORRINE         0               F
CORRINNE        CORINE          F
CORTEZ          0               M
CORTNEY         COURTNEY        N
CORY            COREY           M
COURTNEY        0               N
COY             0               M
CRAIG           0               M
CRISTAL         CRYSTAL         F
CRISTEN         CHRISTINE       F
CRISTI          CHRISTINE       F
CRISTIE         CHRISTINE       F
CRISTIN         CHRISTINE       F
CRISTINA        CHRISTINE       F
CRISTINE        CHRISTINE       F
CRISTOBAL       0               M
CRISTOPHER      CHRISTOPHER     M
CRISTY          CHRISTINE       F
CRUZ            0               N
CRYSTAL         0               F
CURT            CURTIS          M
CURTIS          0               M
CYNDI           CYNTHIA         F
CYNDY           CYNTHIA         F
CYNTHIA         0               F
CYRIL           0               M
CYRUS           0               M
CYTHIA          0               F
DAHLIA          DALIA           F
DAISEY          DAISY           F
DAISY           0               F
DALE            0               N
DALIA           0               F
DALILA          0               F
DALLAS          0               M
DALTON          0               M
DAMARIS         0               F
DAMIAN          0               M
DAMIEN          DAMIAN          M
DAMION          DAMIAN          M
DAMON           0               M
DAN             DANIEL          M
DANA            0               N
DANE            0               M
DANELLE         0               F
DANETTE         0               F
DANI            0               F
DANIA           0               F
DANIAL          DANIEL          M
DANICA          0               F
DANIEL          0               N
DANIELA         DANIELLE        F
DANIELE         DANIELLE        F
DANIELL         DANIELLE        F
DANIELLA        DANIELLE        F
DANIELLE        0               F
DANIKA          DANICA          F
DANILLE         DANIELLE        F
DANILO          0               M
DANITA          0               F
DANNA           0               F
DANNIE          DANIEL          M
DANNIELLE       DANIELLE        F
DANNY           DANIEL          M
DANTE           0               M
DANYELLE        DANIELLE        F
DAPHINE         DAPHNE          F
DAPHNE          0               F
DARA            0               F
DARBY           0               F
DARCEY          DARCY           F
DARCI           DARCY           F
DARCIE          DARCY           F
DARCY           0               F
DARELL          DARRELL         M
DARIA           0               F
DARLA           DARLENE         F
DARLEEN         DARLENE         F
DARLENA         DARLENE         F
DARLENE         0               F
DARLINE         DARLENE         F
DARREL          DARRELL         M
DARRELL         0               M
DARREN          0               M
DARRICK         0               M
DARRIN          DARREN          M
DARRON          0               M
DARRYL          DARRELL         M
DARWIN          0               M
DARYL           DARRELL         M
DAVE            DAVID           M
DAVEY           DAVID           M
DAVID           0               M
DAVIDA          0               F
DAVIE           DAVID           M
DAVINA          0               F
DAVIS           0               M
DAVY            DAVID           M
DAWN            0               F
DAWNA           DAWN            F
DAWNE           DAWN            F
DAYNA           DANA            F
DEAN            0               N
DEANA           DIANE           F
DEANDRA         0               F
DEANDRE         0               M
DEANDREA        DEANDRA         F
DEANE           DIANE           F
DEANGELO        0               M
DEANN           DIANE           F
DEANNA          DIANE           F
DEANNE          DIANE           F
DEB             DEBORAH         F
DEBBI           DEBORAH         F
DEBBIE          DEBORAH         F
DEBBRA          DEBORAH         F
DEBBY           DEBORAH         F
DEBERA          DEBORAH         F
DEBI            DEBORAH         F
DEBORA          DEBORAH         F
DEBORAH         0               F
DEBRA           DEBORAH         F
DEBRAH          DEBORAH         F
DEBROAH         DEBORAH         F
DEDRA           0               F
DEE             0               N
DEEANN          0               F
DEENA           0               F
DEIDRA          DEIDRE          F
DEIDRE          0               F
DEIRDRE         DEIDRE          F
DEL             0               M
DELBERT         0               M
DELFINA         0               F
DELIA           0               F
DELICIA         0               F
DELILA          DELILAH         F
DELILAH         0               F
DELLA           0               F
DELMA           0               F
DELMAR          0               M
DELMER          DELMAR          M
DELOIS          0               F
DELOISE         DELOIS          F
DELORA          DOLORES         F
DELORAS         DOLORES         F
DELORES         DOLORES         F
DELORIS         DOLORES         F
DELORSE         DOLORES         F
DELPHIA         0               F
DELPHINE        0               F
DELTA           0               F
DEMARCUS        0               M
DEMETRA         0               F
DEMETRIA        0               F
DEMETRIUS       0               M
DENA            0               F
DENEEN          0               F
DENESE          DENISE          F
DENICE          DENISE          F
DENIS           DENNIS          M
DENISE          0               F
DENITA          0               F
DENNA           0               F
DENNIS          0               M
DENNISE         DENISE          F
DENNY           DENNIS          M
DENVER          0               M
DEON            DION            M
DEREK           0               M
DERICK          DEREK           M
DERRICK         DEREK           M
DESHAWN         0               M
DESIRAE         DESIREE         F
DESIRE          DESIREE         F
DESIREE         0               F
DESMOND         0               M
DESSIE          0               F
DESTINY         0               F
DEVIN           0               M
DEVON           DEVIN           N
DEVONA          0               F
DEWAYNE         DWAYNE          M
DEWEY           0               M
DEWITT          0               M
DEXTER          0               M
DIAN            DIANE           F
DIANA           DIANE           F
DIANE           0               F
DIANN           DIANE           F
DIANNA          DIANE           F
DIANNE          DIANE           F
DICK            RICHARD         M
DICKIE          RICHARD         M
DICKY           RICHARD         M
DILLON          DYLAN           M
DINA            0               F
DINAH           DINA            F
DINO            0               M
DION            0               M
DIONE           DIONNE          F
DIONNA          DIONNE          F
DIONNE          0               F
DIRK            0               M
DIXIE           0               F
DOLF            RUDOLPH         M
DOLLIE          DOLORES         F
DOLLY           DOLORES         F
DOLORES         0               F
DOLORIS         DOLORES         F
DOLPH           RUDOLPH         M
DOMENIC         DOMINIC         M
DOMENICA        DOMINIQUE       F
DOMINGA         DOMINIQUE       F
DOMINGO         DOMINIC         M
DOMINIC         0               M
DOMINICA        DOMINIQUE       F
DOMINICK        DOMINIC         M
DOMINIQUE       0               N
DOMINQUE        DOMINIQUE       F
DOMITILA        DOMINIQUE       F
DOMONIQUE       DOMINIQUE       F
DON             DONALD          M
DONA            DONNA           F
DONALD          0               M
DONG            0               M
DONITA          0               F
DONN            DONALD          M
DONNA           0               F
DONNELL         0               M
DONNIE          DONALD          M
DONNY           DONALD          M
DONOVAN         0               M
DONTE           0               M
DORA            0               F
DORATHY         DOROTHY         F
DORCAS          0               F
DOREEN          0               F
DORENE          DOREEN          F
DORETHA         DOROTHY         F
DORETHEA        DOROTHY         F
DORETTA         DOROTHY         F
